Method_ID,Reference_sample_ID
mccoy2019joada_sr,mccoy2019joada_sr-NIST-278
mccoy2019joada_k,mccoy2019joada_k-NIST-278
mccoy2019joada_ca,mccoy2019joada_ca-NIST-278
mccoy2019joada_y,mccoy2019joada_y-NIST-278
mccoy2019joada_nb,mccoy2019joada_nb-NIST-278
mccoy2019joada_th,mccoy2019joada_th-NIST-278
kneebone2018maa_sio2,kneebone2018maa_sio2-JR-1
kneebone2018maa_sio2,kneebone2018maa_sio2-JR-2
kneebone2018maa_tio2,kneebone2018maa_tio2-JR-1
kneebone2018maa_tio2,kneebone2018maa_tio2-JR-2
kneebone2018maa_fe2o3,kneebone2018maa_fe2o3-JR-1
kneebone2018maa_fe2o3,kneebone2018maa_fe2o3-JR-2
kneebone2018maa_cao,kneebone2018maa_cao-JR-1
kneebone2018maa_cao,kneebone2018maa_cao-JR-2
kneebone2018maa_mno,kneebone2018maa_mno-JR-1
kneebone2018maa_k2o,kneebone2018maa_k2o-JR-1
kneebone2018maa_k2o,kneebone2018maa_k2o-JR-2
kneebone2018maa_v,kneebone2018maa_v-JR-1
kneebone2018maa_v,kneebone2018maa_v-JR-2
kneebone2018maa_cr,kneebone2018maa_cr-JR-1
kneebone2018maa_cr,kneebone2018maa_cr-JR-2
kneebone2018maa_ni,kneebone2018maa_ni-JR-1
kneebone2018maa_ni,kneebone2018maa_ni-JR-2
kneebone2018maa_cu,kneebone2018maa_cu-JR-1
kneebone2018maa_cu,kneebone2018maa_cu-JR-2
kneebone2018maa_zn,kneebone2018maa_zn-JR-1
kneebone2018maa_zn,kneebone2018maa_zn-JR-2
kneebone2018maa_rb,kneebone2018maa_rb-JR-1
kneebone2018maa_rb,kneebone2018maa_rb-JR-2
kneebone2018maa_sr,kneebone2018maa_sr-JR-1
kneebone2018maa_sr,kneebone2018maa_sr-JR-2
kneebone2018maa_y,kneebone2018maa_y-JR-1
kneebone2018maa_y,kneebone2018maa_y-JR-2
kneebone2018maa_zr,kneebone2018maa_zr-JR-1
kneebone2018maa_zr,kneebone2018maa_zr-JR-2
kneebone2018maa_nb,kneebone2018maa_nb-JR-1
kneebone2018maa_nb,kneebone2018maa_nb-JR-2
kneebone2018maa_pb,kneebone2018maa_pb-JR-1
kneebone2018maa_pb,kneebone2018maa_pb-JR-2
kneebone2018maa_th,kneebone2018maa_th-JR-1
kneebone2018maa_th,kneebone2018maa_th-JR-2
kneebone2018baa_mn,kneebone2018baa_mn-JR-1
kneebone2018baa_mn,kneebone2018baa_mn-JR-2
kneebone2018baa_fe,kneebone2018baa_fe-JR-2
kneebone2018baa_zn,kneebone2018baa_zn-JR-1
kneebone2018baa_zn,kneebone2018baa_zn-JR-2
kneebone2018baa_rb,kneebone2018baa_rb-JR-1
kneebone2018baa_rb,kneebone2018baa_rb-JR-2
kneebone2018baa_sr,kneebone2018baa_sr-JR-1
kneebone2018baa_sr,kneebone2018baa_sr-JR-2
kneebone2018baa_y,kneebone2018baa_y-JR-1
kneebone2018baa_y,kneebone2018baa_y-JR-2
kneebone2018baa_zr,kneebone2018baa_zr-JR-1
kneebone2018baa_zr,kneebone2018baa_zr-JR-2
kneebone2018baa_nb,kneebone2018baa_nb-JR-1
kneebone2018baa_nb,kneebone2018baa_nb-JR-2
golitko2013sepika_k,golitko2013sepika_k-USGS RGM-2
golitko2013sepika_k,golitko2013sepika_k-NIST278
golitko2013sepika_ca,golitko2013sepika_ca-USGS RGM-2
golitko2013sepika_ca,golitko2013sepika_ca-NIST278
golitko2013sepika_ti,golitko2013sepika_ti-USGS RGM-2
golitko2013sepika_ti,golitko2013sepika_ti-NIST278
golitko2013sepika_mn,golitko2013sepika_mn-USGS RGM-2
golitko2013sepika_mn,golitko2013sepika_mn-NIST278
golitko2013sepika_fe,golitko2013sepika_fe-USGS RGM-2
golitko2013sepika_fe,golitko2013sepika_fe-NIST278
golitko2013sepika_zn,golitko2013sepika_zn-USGS RGM-2
golitko2013sepika_zn,golitko2013sepika_zn-NIST278
golitko2013sepika_rb,golitko2013sepika_rb-USGS RGM-2
golitko2013sepika_rb,golitko2013sepika_rb-NIST278
golitko2013sepika_sr,golitko2013sepika_sr-USGS RGM-2
golitko2013sepika_sr,golitko2013sepika_sr-NIST278
golitko2013sepika_zr,golitko2013sepika_zr-USGS RGM-2
golitko2013sepika_zr,golitko2013sepika_zr-NIST278
golitko2013sepika_nb,golitko2013sepika_nb-USGS RGM-2
golitko2013sepika_nb,golitko2013sepika_nb-NIST278
reepmeyer2008aoa_sio2,reepmeyer2008aoa_sio2-NIST612
reepmeyer2008aoa_tio2,reepmeyer2008aoa_tio2-NIST612
reepmeyer2008aoa_al2o3,reepmeyer2008aoa_al2o3-NIST612
reepmeyer2008aoa_feo,reepmeyer2008aoa_feo-NIST612
reepmeyer2008aoa_cao,reepmeyer2008aoa_cao-NIST612
reepmeyer2008aoa_mgo,reepmeyer2008aoa_mgo-NIST612
reepmeyer2008aoa_mno,reepmeyer2008aoa_mno-NIST612
reepmeyer2008aoa_k2o,reepmeyer2008aoa_k2o-NIST612
reepmeyer2008aoa_na2o,reepmeyer2008aoa_na2o-NIST612
reepmeyer2008aob_p,reepmeyer2008aob_p-ANU2000
reepmeyer2008aob_sc,reepmeyer2008aob_sc-ANU2000
reepmeyer2008aob_ti,reepmeyer2008aob_ti-ANU2000
reepmeyer2008aob_v,reepmeyer2008aob_v-ANU2000
reepmeyer2008aob_cr,reepmeyer2008aob_cr-ANU2000
reepmeyer2008aob_mn,reepmeyer2008aob_mn-ANU2000
reepmeyer2008aob_co,reepmeyer2008aob_co-ANU2000
reepmeyer2008aob_ni,reepmeyer2008aob_ni-ANU2000
reepmeyer2008aob_cu,reepmeyer2008aob_cu-ANU2000
reepmeyer2008aob_as,reepmeyer2008aob_as-ANU2000
reepmeyer2008aob_rb,reepmeyer2008aob_rb-ANU2000
reepmeyer2008aob_sr,reepmeyer2008aob_sr-ANU2000
reepmeyer2008aob_y,reepmeyer2008aob_y-ANU2000
reepmeyer2008aob_zr,reepmeyer2008aob_zr-ANU2000
reepmeyer2008aob_nb,reepmeyer2008aob_nb-ANU2000
reepmeyer2008aob_mo,reepmeyer2008aob_mo-ANU2000
reepmeyer2008aob_sn,reepmeyer2008aob_sn-ANU2000
reepmeyer2008aob_cs,reepmeyer2008aob_cs-ANU2000
reepmeyer2008aob_ba,reepmeyer2008aob_ba-ANU2000
reepmeyer2008aob_la,reepmeyer2008aob_la-ANU2000
reepmeyer2008aob_ce,reepmeyer2008aob_ce-ANU2000
reepmeyer2008aob_pr,reepmeyer2008aob_pr-ANU2000
reepmeyer2008aob_nd,reepmeyer2008aob_nd-ANU2000
reepmeyer2008aob_sm,reepmeyer2008aob_sm-ANU2000
reepmeyer2008aob_eu,reepmeyer2008aob_eu-ANU2000
reepmeyer2008aob_gd,reepmeyer2008aob_gd-ANU2000
reepmeyer2008aob_tb,reepmeyer2008aob_tb-ANU2000
reepmeyer2008aob_dy,reepmeyer2008aob_dy-ANU2000
reepmeyer2008aob_er,reepmeyer2008aob_er-ANU2000
reepmeyer2008aob_tm,reepmeyer2008aob_tm-ANU2000
reepmeyer2008aob_yb,reepmeyer2008aob_yb-ANU2000
reepmeyer2008aob_lu,reepmeyer2008aob_lu-ANU2000
reepmeyer2008aob_ta,reepmeyer2008aob_ta-ANU2000
reepmeyer2008aob_w,reepmeyer2008aob_w-ANU2000
reepmeyer2008aob_th,reepmeyer2008aob_th-ANU2000
reepmeyer2008aob_u,reepmeyer2008aob_u-ANU2000
reepmeyer2008aob_pb207pb206,reepmeyer2008aob_pb207pb206-ANU2000
reepmeyer2008aob_pb208pb206,reepmeyer2008aob_pb208pb206-ANU2000
reepmeyer2010apa_sio2,reepmeyer2010apa_sio2-ANU2000
reepmeyer2010apa_sio2,reepmeyer2010apa_sio2-ANU9000
reepmeyer2010apa_tio2,reepmeyer2010apa_tio2-ANU2000
reepmeyer2010apa_tio2,reepmeyer2010apa_tio2-ANU9000
reepmeyer2010apa_al2o3,reepmeyer2010apa_al2o3-ANU2000
reepmeyer2010apa_al2o3,reepmeyer2010apa_al2o3-ANU9000
reepmeyer2010apa_feo,reepmeyer2010apa_feo-ANU2000
reepmeyer2010apa_feo,reepmeyer2010apa_feo-ANU9000
reepmeyer2010apa_cao,reepmeyer2010apa_cao-ANU2000
reepmeyer2010apa_cao,reepmeyer2010apa_cao-ANU9000
reepmeyer2010apa_mgo,reepmeyer2010apa_mgo-ANU2000
reepmeyer2010apa_mgo,reepmeyer2010apa_mgo-ANU9000
reepmeyer2010apa_mno,reepmeyer2010apa_mno-ANU2000
reepmeyer2010apa_mno,reepmeyer2010apa_mno-ANU9000
reepmeyer2010apa_k2o,reepmeyer2010apa_k2o-ANU2000
reepmeyer2010apa_k2o,reepmeyer2010apa_k2o-ANU9000
reepmeyer2010apa_na2o,reepmeyer2010apa_na2o-ANU2000
reepmeyer2010apa_na2o,reepmeyer2010apa_na2o-ANU9000
reepmeyer2010apb_ca,reepmeyer2010apb_ca-ANU2000
reepmeyer2010apb_sc,reepmeyer2010apb_sc-ANU2000
reepmeyer2010apb_ti,reepmeyer2010apb_ti-ANU2000
reepmeyer2010apb_v,reepmeyer2010apb_v-ANU2000
reepmeyer2010apb_cr,reepmeyer2010apb_cr-ANU2000
reepmeyer2010apb_mn,reepmeyer2010apb_mn-ANU2000
reepmeyer2010apb_ni,reepmeyer2010apb_ni-ANU2000
reepmeyer2010apb_cu,reepmeyer2010apb_cu-ANU2000
reepmeyer2010apb_rb,reepmeyer2010apb_rb-ANU2000
reepmeyer2010apb_sr,reepmeyer2010apb_sr-ANU2000
reepmeyer2010apb_y,reepmeyer2010apb_y-ANU2000
reepmeyer2010apb_zr,reepmeyer2010apb_zr-ANU2000
reepmeyer2010apb_nb,reepmeyer2010apb_nb-ANU2000
reepmeyer2010apb_mo,reepmeyer2010apb_mo-ANU2000
reepmeyer2010apb_sn,reepmeyer2010apb_sn-ANU2000
reepmeyer2010apb_cs,reepmeyer2010apb_cs-ANU2000
reepmeyer2010apb_ba,reepmeyer2010apb_ba-ANU2000
reepmeyer2010apb_la,reepmeyer2010apb_la-ANU2000
reepmeyer2010apb_ce,reepmeyer2010apb_ce-ANU2000
reepmeyer2010apb_nd,reepmeyer2010apb_nd-ANU2000
reepmeyer2010apb_sm,reepmeyer2010apb_sm-ANU2000
reepmeyer2010apb_eu,reepmeyer2010apb_eu-ANU2000
reepmeyer2010apb_gd,reepmeyer2010apb_gd-ANU2000
reepmeyer2010apb_dy,reepmeyer2010apb_dy-ANU2000
reepmeyer2010apb_er,reepmeyer2010apb_er-ANU2000
reepmeyer2010apb_yb,reepmeyer2010apb_yb-ANU2000
reepmeyer2010apb_lu,reepmeyer2010apb_lu-ANU2000
reepmeyer2010apb_ta,reepmeyer2010apb_ta-ANU2000
reepmeyer2010apb_th,reepmeyer2010apb_th-ANU2000
reepmeyer2010apb_u,reepmeyer2010apb_u-ANU2000
reepmeyer2010apb_pb207pb206,reepmeyer2010apb_pb207pb206-ANU2000
reepmeyer2010apb_pb208pb206,reepmeyer2010apb_pb208pb206-ANU2000
reepmeyer2010apb_as,reepmeyer2010apb_as-ANU2000
reepmeyer2010apb_pr,reepmeyer2010apb_pr-ANU2000
reepmeyer2010apb_tb,reepmeyer2010apb_tb-ANU2000
reepmeyer2010apb_tm,reepmeyer2010apb_tm-ANU2000
reepmeyer2012jicaa_sio2,reepmeyer2012jicaa_sio2-ANU2000
reepmeyer2012jicaa_sio2,reepmeyer2012jicaa_sio2-ANU9000
reepmeyer2012jicaa_tio2,reepmeyer2012jicaa_tio2-ANU2000
reepmeyer2012jicaa_tio2,reepmeyer2012jicaa_tio2-ANU9000
reepmeyer2012jicaa_al2o3,reepmeyer2012jicaa_al2o3-ANU2000
reepmeyer2012jicaa_al2o3,reepmeyer2012jicaa_al2o3-ANU9000
reepmeyer2012jicaa_feo,reepmeyer2012jicaa_feo-ANU2000
reepmeyer2012jicaa_feo,reepmeyer2012jicaa_feo-ANU9000
reepmeyer2012jicaa_cao,reepmeyer2012jicaa_cao-ANU2000
reepmeyer2012jicaa_cao,reepmeyer2012jicaa_cao-ANU9000
reepmeyer2012jicaa_mgo,reepmeyer2012jicaa_mgo-ANU2000
reepmeyer2012jicaa_mgo,reepmeyer2012jicaa_mgo-ANU9000
reepmeyer2012jicaa_mno,reepmeyer2012jicaa_mno-ANU2000
reepmeyer2012jicaa_mno,reepmeyer2012jicaa_mno-ANU9000
reepmeyer2012jicaa_k2o,reepmeyer2012jicaa_k2o-ANU2000
reepmeyer2012jicaa_k2o,reepmeyer2012jicaa_k2o-ANU9000
reepmeyer2012jicaa_na2o,reepmeyer2012jicaa_na2o-ANU2000
reepmeyer2012jicaa_na2o,reepmeyer2012jicaa_na2o-ANU9000
reepmeyer2012jicab_p,reepmeyer2012jicab_p-ANU2000
reepmeyer2012jicab_p,reepmeyer2012jicab_p-ANU9000
reepmeyer2012jicab_sc,reepmeyer2012jicab_sc-ANU2000
reepmeyer2012jicab_sc,reepmeyer2012jicab_sc-ANU9000
reepmeyer2012jicab_ti,reepmeyer2012jicab_ti-ANU2000
reepmeyer2012jicab_ti,reepmeyer2012jicab_ti-ANU9000
reepmeyer2012jicab_v,reepmeyer2012jicab_v-ANU2000
reepmeyer2012jicab_v,reepmeyer2012jicab_v-ANU9000
reepmeyer2012jicab_mn,reepmeyer2012jicab_mn-ANU2000
reepmeyer2012jicab_mn,reepmeyer2012jicab_mn-ANU9000
reepmeyer2012jicab_co,reepmeyer2012jicab_co-ANU2000
reepmeyer2012jicab_co,reepmeyer2012jicab_co-ANU9000
reepmeyer2012jicab_cu,reepmeyer2012jicab_cu-ANU2000
reepmeyer2012jicab_cu,reepmeyer2012jicab_cu-ANU9000
reepmeyer2012jicab_ga,reepmeyer2012jicab_ga-ANU2000
reepmeyer2012jicab_ga,reepmeyer2012jicab_ga-ANU9000
reepmeyer2012jicab_as,reepmeyer2012jicab_as-ANU2000
reepmeyer2012jicab_as,reepmeyer2012jicab_as-ANU9000
reepmeyer2012jicab_rb,reepmeyer2012jicab_rb-ANU2000
reepmeyer2012jicab_rb,reepmeyer2012jicab_rb-ANU9000
reepmeyer2012jicab_sr,reepmeyer2012jicab_sr-ANU2000
reepmeyer2012jicab_sr,reepmeyer2012jicab_sr-ANU9000
reepmeyer2012jicab_y,reepmeyer2012jicab_y-ANU2000
reepmeyer2012jicab_y,reepmeyer2012jicab_y-ANU9000
reepmeyer2012jicab_zr,reepmeyer2012jicab_zr-ANU2000
reepmeyer2012jicab_zr,reepmeyer2012jicab_zr-ANU9000
reepmeyer2012jicab_nb,reepmeyer2012jicab_nb-ANU2000
reepmeyer2012jicab_nb,reepmeyer2012jicab_nb-ANU9000
reepmeyer2012jicab_mo,reepmeyer2012jicab_mo-ANU2000
reepmeyer2012jicab_mo,reepmeyer2012jicab_mo-ANU9000
reepmeyer2012jicab_sn,reepmeyer2012jicab_sn-ANU2000
reepmeyer2012jicab_sn,reepmeyer2012jicab_sn-ANU9000
reepmeyer2012jicab_cs,reepmeyer2012jicab_cs-ANU2000
reepmeyer2012jicab_cs,reepmeyer2012jicab_cs-ANU9000
reepmeyer2012jicab_ba,reepmeyer2012jicab_ba-ANU2000
reepmeyer2012jicab_ba,reepmeyer2012jicab_ba-ANU9000
reepmeyer2012jicab_la,reepmeyer2012jicab_la-ANU2000
reepmeyer2012jicab_la,reepmeyer2012jicab_la-ANU9000
reepmeyer2012jicab_ce,reepmeyer2012jicab_ce-ANU2000
reepmeyer2012jicab_ce,reepmeyer2012jicab_ce-ANU9000
reepmeyer2012jicab_pr,reepmeyer2012jicab_pr-ANU2000
reepmeyer2012jicab_pr,reepmeyer2012jicab_pr-ANU9000
reepmeyer2012jicab_nd,reepmeyer2012jicab_nd-ANU2000
reepmeyer2012jicab_nd,reepmeyer2012jicab_nd-ANU9000
reepmeyer2012jicab_sm,reepmeyer2012jicab_sm-ANU2000
reepmeyer2012jicab_sm,reepmeyer2012jicab_sm-ANU9000
reepmeyer2012jicab_eu,reepmeyer2012jicab_eu-ANU2000
reepmeyer2012jicab_eu,reepmeyer2012jicab_eu-ANU9000
reepmeyer2012jicab_gd,reepmeyer2012jicab_gd-ANU2000
reepmeyer2012jicab_gd,reepmeyer2012jicab_gd-ANU9000
reepmeyer2012jicab_tb,reepmeyer2012jicab_tb-ANU2000
reepmeyer2012jicab_tb,reepmeyer2012jicab_tb-ANU9000
reepmeyer2012jicab_dy,reepmeyer2012jicab_dy-ANU2000
reepmeyer2012jicab_dy,reepmeyer2012jicab_dy-ANU9000
reepmeyer2012jicab_er,reepmeyer2012jicab_er-ANU2000
reepmeyer2012jicab_er,reepmeyer2012jicab_er-ANU9000
reepmeyer2012jicab_tm,reepmeyer2012jicab_tm-ANU2000
reepmeyer2012jicab_tm,reepmeyer2012jicab_tm-ANU9000
reepmeyer2012jicab_yb,reepmeyer2012jicab_yb-ANU2000
reepmeyer2012jicab_yb,reepmeyer2012jicab_yb-ANU9000
reepmeyer2012jicab_lu,reepmeyer2012jicab_lu-ANU2000
reepmeyer2012jicab_lu,reepmeyer2012jicab_lu-ANU9000
reepmeyer2012jicab_ta,reepmeyer2012jicab_ta-ANU2000
reepmeyer2012jicab_ta,reepmeyer2012jicab_ta-ANU9000
reepmeyer2012jicab_w,reepmeyer2012jicab_w-ANU2000
reepmeyer2012jicab_w,reepmeyer2012jicab_w-ANU9000
reepmeyer2012jicab_th,reepmeyer2012jicab_th-ANU2000
reepmeyer2012jicab_th,reepmeyer2012jicab_th-ANU9000
reepmeyer2012jicab_u,reepmeyer2012jicab_u-ANU2000
reepmeyer2012jicab_u,reepmeyer2012jicab_u-ANU9000
reepmeyer2012jicab_pb207pb206,reepmeyer2012jicab_pb207pb206-ANU2000
reepmeyer2012jicab_pb207pb206,reepmeyer2012jicab_pb207pb206-ANU9000
reepmeyer2012jicab_pb208pb206,reepmeyer2012jicab_pb208pb206-ANU2000
reepmeyer2012jicab_pb208pb206,reepmeyer2012jicab_pb208pb206-ANU9000
mccoy2020qra_mn,mccoy2020qra_mn-AGV-2
mccoy2020qra_mn,mccoy2020qra_mn-BCR-2
mccoy2020qra_mn,mccoy2020qra_mn-BHVO-2
mccoy2020qra_mn,mccoy2020qra_mn-BIR-1a
mccoy2020qra_mn,mccoy2020qra_mn-DNC-1a
mccoy2020qra_mn,mccoy2020qra_mn-GSP-2
mccoy2020qra_mn,mccoy2020qra_mn-QLO-1
mccoy2020qra_mn,mccoy2020qra_mn-NIST-SRM-278
mccoy2020qra_mn,mccoy2020qra_mn-NIST-SRM-688
mccoy2020qra_mn,mccoy2020qra_mn-W-2a
mccoy2020qra_fe,mccoy2020qra_fe-AGV-2
mccoy2020qra_fe,mccoy2020qra_fe-BCR-2
mccoy2020qra_fe,mccoy2020qra_fe-BHVO-2
mccoy2020qra_fe,mccoy2020qra_fe-BIR-1a
mccoy2020qra_fe,mccoy2020qra_fe-DNC-1a
mccoy2020qra_fe,mccoy2020qra_fe-GSP-2
mccoy2020qra_fe,mccoy2020qra_fe-QLO-1
mccoy2020qra_fe,mccoy2020qra_fe-NIST-SRM-278
mccoy2020qra_fe,mccoy2020qra_fe-NIST-SRM-688
mccoy2020qra_fe,mccoy2020qra_fe-W-2a
mccoy2020qra_zn,mccoy2020qra_zn-AGV-2
mccoy2020qra_zn,mccoy2020qra_zn-BCR-2
mccoy2020qra_zn,mccoy2020qra_zn-BHVO-2
mccoy2020qra_zn,mccoy2020qra_zn-BIR-1a
mccoy2020qra_zn,mccoy2020qra_zn-DNC-1a
mccoy2020qra_zn,mccoy2020qra_zn-GSP-2
mccoy2020qra_zn,mccoy2020qra_zn-QLO-1
mccoy2020qra_zn,mccoy2020qra_zn-NIST-SRM-278
mccoy2020qra_zn,mccoy2020qra_zn-NIST-SRM-688
mccoy2020qra_zn,mccoy2020qra_zn-W-2a
mccoy2020qra_rb,mccoy2020qra_rb-AGV-2
mccoy2020qra_rb,mccoy2020qra_rb-BCR-2
mccoy2020qra_rb,mccoy2020qra_rb-BHVO-2
mccoy2020qra_rb,mccoy2020qra_rb-BIR-1a
mccoy2020qra_rb,mccoy2020qra_rb-DNC-1a
mccoy2020qra_rb,mccoy2020qra_rb-GSP-2
mccoy2020qra_rb,mccoy2020qra_rb-QLO-1
mccoy2020qra_rb,mccoy2020qra_rb-NIST-SRM-278
mccoy2020qra_rb,mccoy2020qra_rb-NIST-SRM-688
mccoy2020qra_rb,mccoy2020qra_rb-W-2a
mccoy2020qra_sr,mccoy2020qra_sr-AGV-2
mccoy2020qra_sr,mccoy2020qra_sr-BCR-2
mccoy2020qra_sr,mccoy2020qra_sr-BHVO-2
mccoy2020qra_sr,mccoy2020qra_sr-BIR-1a
mccoy2020qra_sr,mccoy2020qra_sr-DNC-1a
mccoy2020qra_sr,mccoy2020qra_sr-GSP-2
mccoy2020qra_sr,mccoy2020qra_sr-QLO-1
mccoy2020qra_sr,mccoy2020qra_sr-NIST-SRM-278
mccoy2020qra_sr,mccoy2020qra_sr-NIST-SRM-688
mccoy2020qra_sr,mccoy2020qra_sr-W-2a
mccoy2020qra_y,mccoy2020qra_y-AGV-2
mccoy2020qra_y,mccoy2020qra_y-BCR-2
mccoy2020qra_y,mccoy2020qra_y-BHVO-2
mccoy2020qra_y,mccoy2020qra_y-BIR-1a
mccoy2020qra_y,mccoy2020qra_y-DNC-1a
mccoy2020qra_y,mccoy2020qra_y-GSP-2
mccoy2020qra_y,mccoy2020qra_y-QLO-1
mccoy2020qra_y,mccoy2020qra_y-NIST-SRM-278
mccoy2020qra_y,mccoy2020qra_y-NIST-SRM-688
mccoy2020qra_y,mccoy2020qra_y-W-2a
mccoy2020qra_zr,mccoy2020qra_zr-AGV-2
mccoy2020qra_zr,mccoy2020qra_zr-BCR-2
mccoy2020qra_zr,mccoy2020qra_zr-BHVO-2
mccoy2020qra_zr,mccoy2020qra_zr-BIR-1a
mccoy2020qra_zr,mccoy2020qra_zr-DNC-1a
mccoy2020qra_zr,mccoy2020qra_zr-GSP-2
mccoy2020qra_zr,mccoy2020qra_zr-QLO-1
mccoy2020qra_zr,mccoy2020qra_zr-NIST-SRM-278
mccoy2020qra_zr,mccoy2020qra_zr-NIST-SRM-688
mccoy2020qra_zr,mccoy2020qra_zr-W-2a
mccoy2020qra_nb,mccoy2020qra_nb-AGV-2
mccoy2020qra_nb,mccoy2020qra_nb-BCR-2
mccoy2020qra_nb,mccoy2020qra_nb-BHVO-2
mccoy2020qra_nb,mccoy2020qra_nb-BIR-1a
mccoy2020qra_nb,mccoy2020qra_nb-DNC-1a
mccoy2020qra_nb,mccoy2020qra_nb-GSP-2
mccoy2020qra_nb,mccoy2020qra_nb-QLO-1
mccoy2020qra_nb,mccoy2020qra_nb-NIST-SRM-278
mccoy2020qra_nb,mccoy2020qra_nb-NIST-SRM-688
mccoy2020qra_nb,mccoy2020qra_nb-W-2a
